text,pos,total,pos_unique
"[faudrait, violenter, torturer]","['VERB', 'VERB', 'VERB']",3,1
"[tourmenter, contrarier, raidir, faire]","['VERB', 'VERB', 'VERB', 'VERB']",4,1
"[mal, dénaturer, prendre, envers]","['ADV', 'VERB', 'VERB', 'ADP']",4,3
"[mettre, envers, remonter, charité]","['VERB', 'ADP', 'VERB', 'NOUN']",4,3
"[toute, naturelle, toute, jaillissante, toute, simple]","['ADV', 'ADJ', 'ADV', 'ADJ', 'ADV', 'ADJ']",6,2
"[toute, bonne, venante, premier, mouve-]","['DET', 'ADJ', 'NOUN', 'ADJ', 'NOUN']",5,3
"[—, ment, cœur, premier, mouvement]","['PUNCT', 'ADV', 'NOUN', 'ADJ', 'NOUN']",5,4
"[bon, charité, mère, sœur]","['ADJ', 'NOUN', 'NOUN', 'NOUN']",4,2
"[aimer, prochain, enfant]","['VERB', 'ADJ', 'NOUN']",3,3
"[faudrait, boucher, yeux, oreilles]","['VERB', 'VERB', 'NOUN', 'NOUN']",4,2
"[tant, cris, détresse]","['ADV', 'NOUN', 'NOUN']",3,2
"[espérance, va, soi, espérance]","['NOUN', 'VERB', 'NOUN', 'NOUN']",4,2
"[va, toute, seule, espérer, enfant]","['VERB', 'ADV', 'ADJ', 'VERB', 'NOUN']",5,4
"[faut, être, bien, heureux, faut, avoir, obtenu]","['VERB', 'AUX', 'ADV', 'ADJ', 'VERB', 'AUX', 'VERB']",7,4
"[reçu, grande, grâce]","['VERB', 'ADJ', 'NOUN']",3,3
"[foi, facile, croire, se-]","['NOUN', 'ADJ', 'VERB', 'ADJ']",4,3
"[rait, impossible, charité, facile]","['VERB', 'ADJ', 'NOUN', 'ADJ']",4,3
"[aimer, impossible]","['VERB', 'ADJ']",2,2
"[espérer, difficile]","['VERB', 'ADJ']",2,2
"[voix, basse, honteusement]","['NOUN', 'ADJ', 'ADV']",3,3
"[facile, pente, désespérer]","['ADJ', 'NOUN', 'VERB']",3,3
"[grande, tentation]","['ADJ', 'NOUN']",2,2
"[petite, espérance, avance, entre, deux, gran-]","['ADJ', 'NOUN', 'VERB', 'ADP', 'NUM', 'NOUN']",6,5
"[sœurs, prend, seulement, garde]","['NOUN', 'VERB', 'ADV', 'NOUN']",4,3
"[chemin, salut, chemin, charnel]","['NOUN', 'NOUN', 'NOUN', 'ADJ']",4,2
"[chemin, raboteux, salut, route, inter-]","['NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ']",5,2
"[minable, route, entre, deux, sœurs]","['ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN']",5,4
"[petite, espérance]","['ADJ', 'NOUN']",2,2
[avance],['VERB'],1,1
"[entre, deux, grandes, sœurs]","['ADP', 'NUM', 'ADJ', 'NOUN']",4,4
"[celle, mariée]","['PRON', 'VERB']",2,2
"[celle, mère]","['PRON', 'NOUN']",2,2
"[attention, peuple, chrétien, attention, deux, grandes]","['NOUN', 'NOUN', 'ADJ', 'NOUN', 'NUM', 'ADJ']",6,3
[œurs],['NOUN'],1,1
"[première, dernière]","['ADJ', 'ADJ']",2,1
"[vont, plus, pressé]","['VERB', 'ADV', 'ADJ']",3,3
"[temps, présent]","['NOUN', 'ADJ']",2,2
"[instant, momentané, passe]","['NOUN', 'ADJ', 'VERB']",3,3
