text,pos,total,pos_unique
"[terre, jardin, bocager]","['NOUN', 'NOUN', 'VERB']",3,2
"[fruits, alignés, étages, arbre]","['NOUN', 'VERB', 'NOUN', 'ADJ']",4,3
"[jours, alignés, âges, marbre]","['NOUN', 'VERB', 'NOUN', 'ADJ']",4,3
"[faisaient, immense, temporel, verger]","['VERB', 'ADJ', 'ADJ', 'NOUN']",4,3
"[terre, vaste, potager]","['NOUN', 'ADJ', 'NOUN']",3,2
"[homme, accoutumé, parmi, plates, -, bandes]","['NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'NOUN']",6,3
"[respecté, bête, administrait, bandes]","['VERB', 'NOUN', 'ADJ', 'NOUN']",4,3
"[ainsi, amiable, naturel, berger]","['ADV', 'ADJ', 'ADJ', 'NOUN']",4,3
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[reposait, penché, création]","['VERB', 'VERB', 'NOUN']",3,2
"[amour, filial, amour, paternel]","['NOUN', 'ADJ', 'NOUN', 'ADJ']",4,2
"[nourrissaient, hommage, libation]","['VERB', 'NOUN', 'NOUN']",3,2
"[dieu, lui-même, juste, ensemble, éternel]","['NOUN', 'PRON', 'ADV', 'NOUN', 'ADJ']",5,4
"[pesé, monde, gré, balance]","['VERB', 'NOUN', 'PRON', 'NOUN']",4,3
"[considérait, regard, paternel]","['VERB', 'ADJ', 'ADJ']",3,2
"[homme, image, ressemblance]","['NOUN', 'NOUN', 'VERB']",3,2
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, fleur, jeune, âge]","['VERB', 'NOUN', 'ADJ', 'NOUN']",4,3
"[père, regardait, regard, paternel]","['NOUN', 'VERB', 'NOUN', 'ADJ']",4,3
"[monde, rassemblé, comme, humble, village]","['NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN']",5,4
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, nuit, jour]","['VERB', 'NOUN', 'NOUN']",3,2
